municipio,sigla_uf,ano,area_km2
Itaguatins,TO,2023,0.631
Itaipava do Grajaú,MA,2020,0.743
Itaipava do Grajaú,MA,2021,1.557
Itaipava do Grajaú,MA,2022,0.57
Itaipava do Grajaú,MA,2023,2.339
Itaipava do Grajaú,MA,2024,1.884
Itaituba,PA,2020,276.537
Itaituba,PA,2021,355.585
Itaituba,PA,2022,347.566
Itaituba,PA,2023,111.202
Itaituba,PA,2024,154.666
Itamarati,AM,2020,1.271
Itamarati,AM,2021,1.014
Itamarati,AM,2022,3.515
Itamarati,AM,2023,2.46
Itamarati,AM,2024,1.621
Itanhangá,MT,2020,31.91
Itanhangá,MT,2021,10.441
Itanhangá,MT,2022,8.212
Itanhangá,MT,2023,10.217
Itanhangá,MT,2024,22.651
Itapecuru Mirim,MA,2020,4.077
Itapecuru Mirim,MA,2021,2.608
Itapecuru Mirim,MA,2022,1.627
Itapecuru Mirim,MA,2023,5.356
Itapecuru Mirim,MA,2024,4.676
Itapiranga,AM,2020,0.204
Itapiranga,AM,2021,1.585
Itapiranga,AM,2022,1.663
Itapiranga,AM,2023,0.437
Itapiranga,AM,2024,2.895
Itaporã do Tocantins,TO,2020,0.166
Itaporã do Tocantins,TO,2022,0.38
Itaporã do Tocantins,TO,2024,0.07
Itapuã do Oeste,RO,2020,13.453
Itapuã do Oeste,RO,2021,20.543
Itapuã do Oeste,RO,2022,10.294
Itapuã do Oeste,RO,2023,14.774
Itapuã do Oeste,RO,2024,1.759
Itaubal,AP,2021,0.075
Itaubal,AP,2023,0.289
Itaubal,AP,2024,0.065
Itaúba,MT,2020,13.358
Itaúba,MT,2021,14.215
Itaúba,MT,2022,7.342
Itaúba,MT,2023,3.499
Itaúba,MT,2024,19.463
Itinga do Maranhão,MA,2020,22.373
Itinga do Maranhão,MA,2021,21.868
Itinga do Maranhão,MA,2022,26.771
Itinga do Maranhão,MA,2023,7.472
Itinga do Maranhão,MA,2024,7.626
Itupiranga,PA,2020,33.208
Itupiranga,PA,2021,48.318
Itupiranga,PA,2022,26.695
Itupiranga,PA,2023,27.506
Itupiranga,PA,2024,21.293
Jacareacanga,PA,2020,87.365
Jacareacanga,PA,2021,110.677
Jacareacanga,PA,2022,107.485
Jacareacanga,PA,2023,57.691
Jacareacanga,PA,2024,45.785
Jacundá,PA,2020,3.691
Jacundá,PA,2021,1.506
Jacundá,PA,2022,1.292
Jacundá,PA,2023,2.25
Jacundá,PA,2024,2.63
Japurá,AM,2020,2.208
Japurá,AM,2021,4.269
Japurá,AM,2022,13.256
Japurá,AM,2023,28.596
Japurá,AM,2024,8.326
Jaru,RO,2020,4.313
Jaru,RO,2021,2.708
Jaru,RO,2022,6.78
Jaru,RO,2023,2.473
Jaru,RO,2024,1.647
Jatobá,MA,2020,0.998
Jatobá,MA,2021,1.137
Jatobá,MA,2022,2.021
Jatobá,MA,2023,1.326
Jatobá,MA,2024,3.813
Jauru,MT,2020,0.839
Jauru,MT,2021,1.206
Jauru,MT,2022,0.265
Jauru,MT,2023,0.423
Jauru,MT,2024,0.598
Jenipapo dos Vieiras,MA,2020,1.071
Jenipapo dos Vieiras,MA,2021,0.591
Jenipapo dos Vieiras,MA,2022,1.193
Jenipapo dos Vieiras,MA,2023,2.16
Jenipapo dos Vieiras,MA,2024,2.29
Ji-Paraná,RO,2020,2.527
Ji-Paraná,RO,2021,1.791
Ji-Paraná,RO,2022,1.258
Ji-Paraná,RO,2023,4.532
Ji-Paraná,RO,2024,0.26
Jordão,AC,2020,11.654
Jordão,AC,2021,9.842
Jordão,AC,2022,15.216
Jordão,AC,2023,5.201
Jordão,AC,2024,7.252
Joselândia,MA,2020,0.7
Joselândia,MA,2021,1.154
Joselândia,MA,2022,0.908
Joselândia,MA,2023,1.301
Joselândia,MA,2024,4.465
João Lisboa,MA,2020,1.733
João Lisboa,MA,2021,0.636
João Lisboa,MA,2022,0.642
João Lisboa,MA,2023,0.93
João Lisboa,MA,2024,0.322
Juara,MT,2020,52.648
Juara,MT,2021,88.223
Juara,MT,2022,80.443
Juara,MT,2023,115.178
Juara,MT,2024,52.565
Junco do Maranhão,MA,2021,0.141
Junco do Maranhão,MA,2023,0.064
Juruena,MT,2020,8.018
Juruena,MT,2021,3.336
Juruena,MT,2022,7.391
Juruena,MT,2023,6.818
Juruena,MT,2024,2.995
Juruti,PA,2020,9.329
Juruti,PA,2021,4.525
Juruti,PA,2022,15.612
Juruti,PA,2023,8.515
Juruti,PA,2024,20.561
Juruá,AM,2020,0.775
Juruá,AM,2021,1.566
Juruá,AM,2022,0.415
Juruá,AM,2023,1.868
Juruá,AM,2024,6.081
Juscimeira,MT,2021,0.167
Juscimeira,MT,2022,0.074
Juscimeira,MT,2023,0.215
Juscimeira,MT,2024,0.436
Jutaí,AM,2020,7.271
Jutaí,AM,2021,1.1
Jutaí,AM,2022,11.782
Jutaí,AM,2023,5.458
Jutaí,AM,2024,5.337
Juína,MT,2020,20.049
Juína,MT,2021,48.827
Juína,MT,2022,29.228
Juína,MT,2023,31.753
Juína,MT,2024,18.987
Lagoa Grande do Maranhão,MA,2020,0.374
Lagoa Grande do Maranhão,MA,2021,0.358
Lagoa Grande do Maranhão,MA,2022,0.612
Lagoa Grande do Maranhão,MA,2023,0.589
Lagoa Grande do Maranhão,MA,2024,0.491
Lagoa da Confusão,TO,2020,0.142
Lagoa da Confusão,TO,2021,0.862
Lagoa da Confusão,TO,2022,1.644
Lagoa da Confusão,TO,2023,3.42
Lagoa da Confusão,TO,2024,1.051
Lajeado Novo,MA,2020,0.323
Lajeado Novo,MA,2021,0.589
Lajeado Novo,MA,2022,0.23
Lajeado Novo,MA,2023,0.788
Lajeado Novo,MA,2024,0.267
Lambari D'Oeste,MT,2020,0.412
Lambari D'Oeste,MT,2021,0.853
Lambari D'Oeste,MT,2022,0.605
Lambari D'Oeste,MT,2023,2.313
Lambari D'Oeste,MT,2024,0.671
Laranjal do Jari,AP,2020,0.368
Laranjal do Jari,AP,2021,2.151
Laranjal do Jari,AP,2022,1.662
Laranjal do Jari,AP,2023,2.13
Laranjal do Jari,AP,2024,2.626
Lima Campos,MA,2020,0.433
Lima Campos,MA,2021,0.235
Lima Campos,MA,2022,0.17
Lima Campos,MA,2023,0.531
Lima Campos,MA,2024,0.174
Limoeiro do Ajuru,PA,2020,0.173
Limoeiro do Ajuru,PA,2021,0.344
Limoeiro do Ajuru,PA,2023,0.138
Lucas do Rio Verde,MT,2020,6.211
Lucas do Rio Verde,MT,2021,0.363
Lucas do Rio Verde,MT,2022,0.086
Lucas do Rio Verde,MT,2023,1.232
Lucas do Rio Verde,MT,2024,0.209
Luciara,MT,2020,0.208
Luciara,MT,2022,0.47
Luciara,MT,2023,0.177
Luciara,MT,2024,1.411
Luzinópolis,TO,2021,0.198
Luzinópolis,TO,2024,0.116
Luís Domingues,MA,2020,0.872
Luís Domingues,MA,2021,1.679
Luís Domingues,MA,2022,0.549
Luís Domingues,MA,2023,0.802
Luís Domingues,MA,2024,0.109
Lábrea,AM,2020,384.311
Lábrea,AM,2021,540.608
Lábrea,AM,2022,699.634
Lábrea,AM,2023,206.759
Lábrea,AM,2024,129.901
Macapá,AP,2020,1.436
Macapá,AP,2021,0.905
Macapá,AP,2022,0.52
Macapá,AP,2023,1.473
Macapá,AP,2024,1.658
Machadinho D'Oeste,RO,2020,44.805
Machadinho D'Oeste,RO,2021,57.883
Machadinho D'Oeste,RO,2022,68.53
Machadinho D'Oeste,RO,2023,33.576
Machadinho D'Oeste,RO,2024,16.3
Magalhães Barata,PA,2020,1.654
Magalhães Barata,PA,2021,1.215
Magalhães Barata,PA,2022,0.138
Magalhães Barata,PA,2023,0.137
Magalhães Barata,PA,2024,0.271
Manacapuru,AM,2020,10.878
Manacapuru,AM,2021,5.94
Manacapuru,AM,2022,1.666
Manacapuru,AM,2023,7.171
Manacapuru,AM,2024,15.028
Manaquiri,AM,2020,2.006
Manaquiri,AM,2021,1.641
Manaquiri,AM,2022,0.602
Manaquiri,AM,2023,3.21
Manaquiri,AM,2024,2.901
Manaus,AM,2020,6.706
Manaus,AM,2021,5.577
Manaus,AM,2022,3.596
Manaus,AM,2023,3.255
Manaus,AM,2024,11.785
Manicoré,AM,2020,78.37
Manicoré,AM,2021,134.732
Manicoré,AM,2022,247.726
Manicoré,AM,2023,98.456
Manicoré,AM,2024,72.961
Manoel Urbano,AC,2020,53.445
Manoel Urbano,AC,2021,40.864
Manoel Urbano,AC,2022,87.353
Manoel Urbano,AC,2023,30.374
Manoel Urbano,AC,2024,24.28
Marabá,PA,2020,57.992
Marabá,PA,2021,74.184
Marabá,PA,2022,42.535
Marabá,PA,2023,36.548
Marabá,PA,2024,21.648
Maracanã,PA,2020,0.88
Maracanã,PA,2021,0.595
Maracanã,PA,2022,0.336
Maracanã,PA,2023,0.302
Maracanã,PA,2024,0.783
Maracaçumé,MA,2020,0.274
Maracaçumé,MA,2021,0.07
Maracaçumé,MA,2022,0.091
Maracaçumé,MA,2023,1.017
Maracaçumé,MA,2024,0.281
Marajá do Sena,MA,2020,8.408
Marajá do Sena,MA,2021,3.488
Marajá do Sena,MA,2022,7.44
Marajá do Sena,MA,2023,10.774
Marajá do Sena,MA,2024,11.919
Maranhãozinho,MA,2022,0.089
Marapanim,PA,2020,0.727
Marapanim,PA,2021,1.345
Marapanim,PA,2022,0.705
Marapanim,PA,2023,0.163
Marapanim,PA,2024,0.648
Maraã,AM,2020,0.86
Maraã,AM,2021,1.983
Maraã,AM,2022,0.442
Maraã,AM,2023,1.434
Maraã,AM,2024,3.43
Marcelândia,MT,2020,111.635
Marcelândia,MT,2021,133.265
Marcelândia,MT,2022,70.381
Marcelândia,MT,2023,111.14
Marcelândia,MT,2024,86.297
Marechal Thaumaturgo,AC,2020,28.648
Marechal Thaumaturgo,AC,2021,6.335
Marechal Thaumaturgo,AC,2022,9.783
Marechal Thaumaturgo,AC,2023,10.833
Marechal Thaumaturgo,AC,2024,9.11
Marianópolis do Tocantins,TO,2020,0.379
Marianópolis do Tocantins,TO,2021,0.238
Marianópolis do Tocantins,TO,2022,0.142
Marianópolis do Tocantins,TO,2023,0.085
Marianópolis do Tocantins,TO,2024,0.424
Matinha,MA,2020,0.085
Matinha,MA,2021,0.101
Matupá,MT,2020,18.555
Matupá,MT,2021,12.5
Matupá,MT,2022,11.131
Matupá,MT,2023,10.292
Matupá,MT,2024,8.708
Matões do Norte,MA,2020,1.818
Matões do Norte,MA,2021,0.311
Matões do Norte,MA,2022,1.531
Matões do Norte,MA,2023,0.35
Matões do Norte,MA,2024,0.16
Maurilândia do Tocantins,TO,2022,0.089
Maurilândia do Tocantins,TO,2023,0.281
Maués,AM,2020,21.32
Maués,AM,2021,68.019
Maués,AM,2022,98.809
Maués,AM,2023,35.065
Maués,AM,2024,37.033
Mazagão,AP,2020,0.711
Mazagão,AP,2021,2.459
Mazagão,AP,2022,2.691
Mazagão,AP,2023,3.627
Mazagão,AP,2024,4.219
Medicilândia,PA,2020,64.457
Medicilândia,PA,2021,104.648
Medicilândia,PA,2022,102.13
Medicilândia,PA,2023,96.897
Medicilândia,PA,2024,53.62
Melgaço,PA,2020,2.192
Melgaço,PA,2021,1.85
Melgaço,PA,2022,1.917
Melgaço,PA,2023,0.741
Melgaço,PA,2024,3.08
Ministro Andreazza,RO,2020,0.793
Ministro Andreazza,RO,2021,2.414
Ministro Andreazza,RO,2022,1.096
Ministro Andreazza,RO,2023,0.787
Ministro Andreazza,RO,2024,0.393
Miranda do Norte,MA,2020,2.478
Miranda do Norte,MA,2021,0.963
Miranda do Norte,MA,2022,1.053
Miranda do Norte,MA,2023,1.134
Miranda do Norte,MA,2024,0.281
Mirante da Serra,RO,2020,7.415
Mirante da Serra,RO,2021,5.434
Mirante da Serra,RO,2022,2.256
Mirante da Serra,RO,2023,2.159
Mirante da Serra,RO,2024,1.492
Mirassol d'Oeste,MT,2020,2.19
Mirassol d'Oeste,MT,2021,0.681
Mirassol d'Oeste,MT,2022,0.496
Mirassol d'Oeste,MT,2023,0.773
Mirassol d'Oeste,MT,2024,1.223
Mocajuba,PA,2020,0.088
Mocajuba,PA,2023,0.285
Mocajuba,PA,2024,0.259
Moju,PA,2020,36.143
Moju,PA,2021,56.11
Moju,PA,2022,74.628
Moju,PA,2023,97.241
Moju,PA,2024,63.152
Mojuí dos Campos,PA,2020,30.818
Mojuí dos Campos,PA,2021,61.589
Mojuí dos Campos,PA,2022,78.844
Mojuí dos Campos,PA,2023,87.388
Mojuí dos Campos,PA,2024,83.23
Monte Alegre,PA,2020,32.881
Monte Alegre,PA,2021,37.8
Monte Alegre,PA,2022,37.728
Monte Alegre,PA,2023,16.262
Monte Alegre,PA,2024,26.509
Monte Negro,RO,2020,14.433
Monte Negro,RO,2021,16.591
Monte Negro,RO,2022,11.635
Monte Negro,RO,2023,10.848
Monte Negro,RO,2024,1.971
Monte Santo do Tocantins,TO,2023,0.064
Montes Altos,MA,2020,0.618
Montes Altos,MA,2021,0.951
Montes Altos,MA,2022,2.003
Montes Altos,MA,2023,1.038
Montes Altos,MA,2024,1.126
Monção,MA,2020,4.448
Monção,MA,2021,0.739
Monção,MA,2022,0.249
Monção,MA,2023,0.793
Monção,MA,2024,1.128
Morros,MA,2020,0.39
Morros,MA,2021,0.284
Morros,MA,2023,0.073
Morros,MA,2024,0.078
Muaná,PA,2020,0.093
Muaná,PA,2021,0.304
Muaná,PA,2022,0.128
Muaná,PA,2024,0.4
Mucajaí,RR,2020,37.81
Mucajaí,RR,2021,48.657
Mucajaí,RR,2022,23.383
Mucajaí,RR,2023,20.084
Mucajaí,RR,2024,86.294
Muricilândia,TO,2020,0.3
Muricilândia,TO,2021,0.79
Muricilândia,TO,2022,0.365
Muricilândia,TO,2023,0.083
Muricilândia,TO,2024,0.065
Mâncio Lima,AC,2020,6.65
Mâncio Lima,AC,2021,10.724
Mâncio Lima,AC,2022,13.739
Mâncio Lima,AC,2023,8.547
Mâncio Lima,AC,2024,4.1
Mãe do Rio,PA,2020,0.206
Mãe do Rio,PA,2023,0.068
Nazaré,TO,2021,0.374
Nazaré,TO,2022,0.429
Nazaré,TO,2023,0.518
Nazaré,TO,2024,0.139
Nhamundá,AM,2020,3.804
Nhamundá,AM,2021,4.617
Nhamundá,AM,2022,9.123
Nhamundá,AM,2023,5.634
Nhamundá,AM,2024,10.219
Normandia,RR,2024,0.204
Nortelândia,MT,2020,1.089
Nortelândia,MT,2021,2.375
Nortelândia,MT,2022,0.371
Nortelândia,MT,2024,0.22
Nossa Senhora do Livramento,MT,2020,0.249
Nossa Senhora do Livramento,MT,2023,0.198
Nova Bandeirantes,MT,2020,50.802
Nova Bandeirantes,MT,2021,121.809
Nova Bandeirantes,MT,2022,177.405
Nova Bandeirantes,MT,2023,69.283
Nova Bandeirantes,MT,2024,21.902
Nova Brasilândia,MT,2020,0.081
Nova Brasilândia,MT,2021,0.066
Nova Brasilândia D'Oeste,RO,2020,3.851
Nova Brasilândia D'Oeste,RO,2021,2.381
Nova Brasilândia D'Oeste,RO,2022,1.845
Nova Brasilândia D'Oeste,RO,2023,3.214
Nova Brasilândia D'Oeste,RO,2024,1.349
Nova Canaã do Norte,MT,2020,9.196
Nova Canaã do Norte,MT,2021,14.182
Nova Canaã do Norte,MT,2022,4.323
Nova Canaã do Norte,MT,2023,8.574
Nova Canaã do Norte,MT,2024,7.626
Nova Esperança do Piriá,PA,2020,7.769
Nova Esperança do Piriá,PA,2021,1.726
Nova Esperança do Piriá,PA,2022,7.922
Nova Esperança do Piriá,PA,2023,4.169
Nova Esperança do Piriá,PA,2024,4.371
Nova Guarita,MT,2020,1.303
Nova Guarita,MT,2021,1.494
Nova Guarita,MT,2022,1.484
Nova Guarita,MT,2023,1.003
Nova Guarita,MT,2024,1.489
Nova Ipixuna,PA,2020,6.283
Nova Ipixuna,PA,2021,3.601
Nova Ipixuna,PA,2022,4.054
Nova Ipixuna,PA,2023,2.637
Nova Ipixuna,PA,2024,2.195
Nova Lacerda,MT,2020,2.107
Nova Lacerda,MT,2021,2.246
Nova Lacerda,MT,2022,0.837
Nova Lacerda,MT,2023,2.022
Nova Lacerda,MT,2024,5.096
Nova Mamoré,RO,2020,113.093
Nova Mamoré,RO,2021,95.033
Nova Mamoré,RO,2022,150.203
Nova Mamoré,RO,2023,65.445
Nova Mamoré,RO,2024,11.361
Nova Marilândia,MT,2020,0.559
Nova Marilândia,MT,2021,2.329
Nova Marilândia,MT,2023,0.192
Nova Marilândia,MT,2024,1.409
Nova Maringá,MT,2020,18.16
Nova Maringá,MT,2021,29.634
Nova Maringá,MT,2022,26.256
Nova Maringá,MT,2023,129.839
Nova Maringá,MT,2024,203.688
Nova Monte Verde,MT,2020,18.892
Nova Monte Verde,MT,2021,26.108
Nova Monte Verde,MT,2022,34.096
Nova Monte Verde,MT,2023,26.47
Nova Monte Verde,MT,2024,4.793
Nova Mutum,MT,2020,2.042
Nova Mutum,MT,2021,4.579
Nova Mutum,MT,2022,8.825
Nova Mutum,MT,2023,11.057
Nova Mutum,MT,2024,7.252
Nova Nazaré,MT,2020,0.081
Nova Nazaré,MT,2021,0.721
Nova Nazaré,MT,2022,0.106
Nova Nazaré,MT,2023,0.213
Nova Olinda,TO,2024,0.083
Nova Olinda do Maranhão,MA,2020,9.466
Nova Olinda do Maranhão,MA,2021,0.085
Nova Olinda do Maranhão,MA,2022,0.51
Nova Olinda do Maranhão,MA,2024,0.068
Nova Olinda do Norte,AM,2020,6.038
Nova Olinda do Norte,AM,2021,6.353
Nova Olinda do Norte,AM,2022,12.198
Nova Olinda do Norte,AM,2023,5.054
Nova Olinda do Norte,AM,2024,3.293
Nova Olímpia,MT,2020,1.598
Nova Olímpia,MT,2021,1.676
Nova Olímpia,MT,2022,0.32
Nova Olímpia,MT,2023,0.484
Nova Olímpia,MT,2024,0.408
Nova Santa Helena,MT,2020,10.7
Nova Santa Helena,MT,2021,8.969
Nova Santa Helena,MT,2022,11.154
Nova Santa Helena,MT,2023,28.299
Nova Santa Helena,MT,2024,56.63
Nova Timboteua,PA,2020,0.071
Nova Timboteua,PA,2023,0.417
Nova Timboteua,PA,2024,0.149
Nova Ubiratã,MT,2020,32.831
Nova Ubiratã,MT,2021,46.334
Nova Ubiratã,MT,2022,55.73
Nova Ubiratã,MT,2023,115.923
Nova Ubiratã,MT,2024,17.115
Nova União,RO,2020,9.352
Nova União,RO,2021,7.815
Nova União,RO,2022,5.29
Nova União,RO,2023,2.087
Nova União,RO,2024,2.822
Novo Airão,AM,2020,0.728
Novo Airão,AM,2021,1.016
Novo Airão,AM,2022,0.658
Novo Airão,AM,2023,0.993
Novo Airão,AM,2024,5.395
Novo Aripuanã,AM,2020,111.512
Novo Aripuanã,AM,2021,194.037
Novo Aripuanã,AM,2022,292.272
Novo Aripuanã,AM,2023,124.668
Novo Aripuanã,AM,2024,162.712
Novo Horizonte do Norte,MT,2020,0.478
Novo Horizonte do Norte,MT,2021,0.46
Novo Horizonte do Norte,MT,2023,0.38
Novo Horizonte do Norte,MT,2024,0.203
Novo Horizonte do Oeste,RO,2020,0.558
Novo Horizonte do Oeste,RO,2021,0.702
Novo Horizonte do Oeste,RO,2022,1.266
Novo Horizonte do Oeste,RO,2023,0.967
Novo Horizonte do Oeste,RO,2024,0.538
Novo Mundo,MT,2020,19.451
Novo Mundo,MT,2021,17.722
Novo Mundo,MT,2022,14.466
Novo Mundo,MT,2023,11.745
Novo Mundo,MT,2024,6.59
Novo Progresso,PA,2020,356.171
Novo Progresso,PA,2021,414.098
Novo Progresso,PA,2022,263.147
Novo Progresso,PA,2023,94.077
Novo Progresso,PA,2024,62.168
Novo Repartimento,PA,2020,158.798
Novo Repartimento,PA,2021,191.619
Novo Repartimento,PA,2022,109.515
Novo Repartimento,PA,2023,108.582
Novo Repartimento,PA,2024,69.542
Novo Santo Antônio,MT,2020,0.44
Novo Santo Antônio,MT,2021,9.707
Novo Santo Antônio,MT,2022,2.41
Novo Santo Antônio,MT,2023,3.131
Novo Santo Antônio,MT,2024,1.286
Oeiras do Pará,PA,2020,2.417
Oeiras do Pará,PA,2021,10.663
Oeiras do Pará,PA,2022,3.286
Oeiras do Pará,PA,2023,2.532
Oeiras do Pará,PA,2024,6.829
Oiapoque,AP,2020,0.68
Oiapoque,AP,2021,0.708
Oiapoque,AP,2022,1.437
Oiapoque,AP,2023,0.767
Oiapoque,AP,2024,5.562
Oriximiná,PA,2020,23.749
Oriximiná,PA,2021,17.264
Oriximiná,PA,2022,13.913
Oriximiná,PA,2023,15.448
Oriximiná,PA,2024,14.758
Ourilândia do Norte,PA,2020,17.681
Ourilândia do Norte,PA,2021,15.008
Ourilândia do Norte,PA,2022,7.707
Ourilândia do Norte,PA,2023,8.897
Ourilândia do Norte,PA,2024,3.786
Ouro Preto do Oeste,RO,2020,8.574
Ouro Preto do Oeste,RO,2021,7.453
Ouro Preto do Oeste,RO,2022,2.536
Ouro Preto do Oeste,RO,2023,2.951
Ouro Preto do Oeste,RO,2024,0.837
Ourém,PA,2020,0.334
Ourém,PA,2021,0.424
Ourém,PA,2023,0.474
Ourém,PA,2024,0.473
Pacajá,PA,2020,247.722
Pacajá,PA,2021,258.475
Pacajá,PA,2022,221.884
Pacajá,PA,2023,185.446
Pacajá,PA,2024,84.221
Pacaraima,RR,2020,0.562
Pacaraima,RR,2021,1.095
Pacaraima,RR,2022,0.418
Pacaraima,RR,2023,0.2
Pacaraima,RR,2024,0.882
Palestina do Pará,PA,2020,1.054
Palestina do Pará,PA,2021,1.128
Palestina do Pará,PA,2022,0.744
Palestina do Pará,PA,2023,0.257
Palestina do Pará,PA,2024,0.182
Palmeirante,TO,2022,0.382
Palmeiras do Tocantins,TO,2020,0.144
Palmeiras do Tocantins,TO,2021,0.114
Palmeiras do Tocantins,TO,2023,0.552
Palmeiras do Tocantins,TO,2024,1.164
Palmeirândia,MA,2024,0.196
Paragominas,PA,2020,19.531
Paragominas,PA,2021,31.229
Paragominas,PA,2022,47.039
Paragominas,PA,2023,31.517
Paragominas,PA,2024,33.923
Paranatinga,MT,2020,65.857
Paranatinga,MT,2021,28.575
Paranatinga,MT,2022,89.426
Paranatinga,MT,2023,36.787
Paranatinga,MT,2024,58.209
Paranaíta,MT,2020,24.518
Paranaíta,MT,2021,20.135
Paranaíta,MT,2022,30.92
Paranaíta,MT,2023,49.906
Paranaíta,MT,2024,7.57
Parauapebas,PA,2020,3.825
Parauapebas,PA,2021,6.984
Parauapebas,PA,2022,4.171
Parauapebas,PA,2023,2.941
Parauapebas,PA,2024,2.789
Parecis,RO,2020,6.072
Parecis,RO,2021,3.881
Parecis,RO,2022,2.813
Parecis,RO,2023,4.318
Parecis,RO,2024,3.264
Parintins,AM,2020,2.961
Parintins,AM,2021,2.5
Parintins,AM,2022,3.85
Parintins,AM,2023,1.873
Parintins,AM,2024,8.758
Pau D'Arco,PA,2020,2.955
Pau D'Arco,PA,2021,3.905
Pau D'Arco,TO,2021,0.255
Pau D'Arco,PA,2022,1.624
Pau D'Arco,TO,2022,0.497
Pau D'Arco,PA,2023,4.737
Pau D'Arco,PA,2024,2.315
Pau D'Arco,TO,2024,0.433
Pauini,AM,2020,17.571
Pauini,AM,2021,28.067
Pauini,AM,2022,32.602
Pauini,AM,2023,13.557
Pauini,AM,2024,11.49
Paulo Ramos,MA,2020,0.505
Paulo Ramos,MA,2021,0.411
Paulo Ramos,MA,2022,0.894
Paulo Ramos,MA,2023,1.48
Paulo Ramos,MA,2024,1.686
Paço do Lumiar,MA,2020,1.039
Paço do Lumiar,MA,2021,0.412
Paço do Lumiar,MA,2022,0.064
Paço do Lumiar,MA,2023,0.941
Paço do Lumiar,MA,2024,0.246
Pedra Branca do Amapari,AP,2020,1.017
Pedra Branca do Amapari,AP,2021,1.999
Pedra Branca do Amapari,AP,2022,3.337
Pedra Branca do Amapari,AP,2023,0.745
Pedra Branca do Amapari,AP,2024,0.586
Pedreiras,MA,2022,0.079
Pedreiras,MA,2023,0.065
Pedreiras,MA,2024,0.132
Pedro Afonso,TO,2020,1.528
Pedro Afonso,TO,2021,0.209
Pedro Afonso,TO,2022,0.122
Pedro Afonso,TO,2023,0.479
Pedro Afonso,TO,2024,0.305
Pedro do Rosário,MA,2020,2.689
Pedro do Rosário,MA,2021,0.412
Pedro do Rosário,MA,2024,1.341
Peixe-Boi,PA,2020,0.248
Peixe-Boi,PA,2021,0.315
Peixe-Boi,PA,2022,0.143
Peixe-Boi,PA,2023,0.296
Peixe-Boi,PA,2024,0.519
Peixoto de Azevedo,MT,2020,64.415
Peixoto de Azevedo,MT,2021,83.838
Peixoto de Azevedo,MT,2022,54.966
Peixoto de Azevedo,MT,2023,76.838
Peixoto de Azevedo,MT,2024,60.738
Penalva,MA,2020,2.031
Penalva,MA,2021,0.073
Penalva,MA,2022,0.428
Penalva,MA,2023,0.176
Penalva,MA,2024,0.506
Peri Mirim,MA,2020,0.705
Peri Mirim,MA,2021,0.259
Peritoró,MA,2020,1.204
Peritoró,MA,2021,8.332
Peritoró,MA,2022,4.152
Peritoró,MA,2023,2.229
Peritoró,MA,2024,1.588
Pimenta Bueno,RO,2020,17.791
Pimenta Bueno,RO,2021,32.884
Pimenta Bueno,RO,2022,14.976
Pimenta Bueno,RO,2023,15.281
Pimenta Bueno,RO,2024,12.461
Pimenteiras do Oeste,RO,2020,8.642
Pimenteiras do Oeste,RO,2021,9.754
Pimenteiras do Oeste,RO,2022,5.365
Pimenteiras do Oeste,RO,2023,9.585
Pimenteiras do Oeste,RO,2024,33.81
Pinheiro,MA,2020,4.157
Pinheiro,MA,2021,1.76
Pinheiro,MA,2022,0.169
Pinheiro,MA,2023,0.634
Pinheiro,MA,2024,1.946
Pirapemas,MA,2020,0.985
Pirapemas,MA,2021,1.876
Pirapemas,MA,2022,2.015
Pirapemas,MA,2023,1.15
Pirapemas,MA,2024,1.238
Piraquê,TO,2020,0.867
Piraquê,TO,2021,1.452
Piraquê,TO,2022,4.049
Piraquê,TO,2023,0.738
Piraquê,TO,2024,2.082
Pium,TO,2021,0.202
Pium,TO,2022,0.075
Pium,TO,2024,0.087
Piçarra,PA,2020,1.606
Piçarra,PA,2021,2.022
Piçarra,PA,2022,1.937
Piçarra,PA,2023,1.064
Piçarra,PA,2024,0.718
Placas,PA,2020,86.317
Placas,PA,2021,141.29
Placas,PA,2022,141.699
Placas,PA,2023,63.439
Placas,PA,2024,53.577
Plácido de Castro,AC,2020,8.275
Plácido de Castro,AC,2021,15.367
Plácido de Castro,AC,2022,5.983
Plácido de Castro,AC,2023,3.138
Plácido de Castro,AC,2024,2.036
Poconé,MT,2020,0.177
Poconé,MT,2024,0.119
Pontes e Lacerda,MT,2020,6.448
Pontes e Lacerda,MT,2021,5.963
Pontes e Lacerda,MT,2022,3.463
Pontes e Lacerda,MT,2023,2.528
Pontes e Lacerda,MT,2024,2.055
Portel,PA,2020,189.849
Portel,PA,2021,240.73
Portel,PA,2022,314.469
Portel,PA,2023,201.214
Portel,PA,2024,107.089
Porto Acre,AC,2020,19.459
Porto Acre,AC,2021,31.636
Porto Acre,AC,2022,22.709
Porto Acre,AC,2023,9.407
Porto Acre,AC,2024,7.746
Porto Alegre do Norte,MT,2020,12.361
Porto Alegre do Norte,MT,2021,16.266
Porto Alegre do Norte,MT,2022,1.351
Porto Alegre do Norte,MT,2023,9.657
Porto Alegre do Norte,MT,2024,1.314
Porto Esperidião,MT,2020,4.468
Porto Esperidião,MT,2021,0.938
Porto Esperidião,MT,2022,0.469
Porto Esperidião,MT,2023,0.327
Porto Esperidião,MT,2024,0.38
Porto Estrela,MT,2021,0.154
Porto Estrela,MT,2023,0.212
Porto Franco,MA,2020,0.284
Porto Franco,MA,2021,2.685
