municipio,sigla_uf,ano,area_km2
Vila Bela da Santíssima Trindade,MT,2023,13.613
Vila Bela da Santíssima Trindade,MT,2024,19.247
Vila Nova dos Martírios,MA,2020,0.488
Vila Nova dos Martírios,MA,2021,0.585
Vila Nova dos Martírios,MA,2022,3.507
Vila Nova dos Martírios,MA,2023,0.745
Vila Nova dos Martírios,MA,2024,0.192
Vila Rica,MT,2020,4.563
Vila Rica,MT,2021,22.006
Vila Rica,MT,2022,8.634
Vila Rica,MT,2023,12.911
Vila Rica,MT,2024,4.081
Vilhena,RO,2020,19.1
Vilhena,RO,2021,25.064
Vilhena,RO,2022,10.743
Vilhena,RO,2023,8.201
Vilhena,RO,2024,4.831
Viseu,PA,2020,9.058
Viseu,PA,2021,4.137
Viseu,PA,2022,1.785
Viseu,PA,2023,7.039
Viseu,PA,2024,1.608
Vitória do Jari,AP,2020,1.128
Vitória do Jari,AP,2021,2.72
Vitória do Jari,AP,2022,0.562
Vitória do Jari,AP,2023,0.296
Vitória do Jari,AP,2024,3.565
Vitória do Mearim,MA,2020,1.458
Vitória do Mearim,MA,2021,1.007
Vitória do Mearim,MA,2022,1.044
Vitória do Mearim,MA,2023,0.088
Vitória do Mearim,MA,2024,0.577
Vitória do Xingu,PA,2020,8.436
Vitória do Xingu,PA,2021,4.208
Vitória do Xingu,PA,2022,3.169
Vitória do Xingu,PA,2023,2.279
Vitória do Xingu,PA,2024,1.03
Wanderlândia,TO,2020,0.848
Wanderlândia,TO,2021,2.144
Wanderlândia,TO,2022,0.59
Wanderlândia,TO,2023,0.717
Wanderlândia,TO,2024,0.926
Xambioá,TO,2020,0.582
Xambioá,TO,2021,1.062
Xambioá,TO,2022,1.548
Xambioá,TO,2023,0.66
Xambioá,TO,2024,0.228
Xapuri,AC,2020,39.474
Xapuri,AC,2021,58.237
Xapuri,AC,2022,76.755
Xapuri,AC,2023,25.675
Xapuri,AC,2024,22.637
Xinguara,PA,2020,1.487
Xinguara,PA,2021,0.818
Xinguara,PA,2022,2.179
Xinguara,PA,2023,1.017
Xinguara,PA,2024,0.294
Zé Doca,MA,2020,1.027
Zé Doca,MA,2021,0.365
Zé Doca,MA,2022,1.623
Zé Doca,MA,2023,0.479
Zé Doca,MA,2024,1.005
Água Azul do Norte,PA,2020,8.132
Água Azul do Norte,PA,2021,5.377
Água Azul do Norte,PA,2022,4.5
Água Azul do Norte,PA,2023,3.913
Água Azul do Norte,PA,2024,3.691
Água Boa,MT,2020,0.209
Água Boa,MT,2021,0.147
Água Boa,MT,2023,0.368
Óbidos,PA,2020,42.432
Óbidos,PA,2021,29.642
Óbidos,PA,2022,31.723
Óbidos,PA,2023,23.646
Óbidos,PA,2024,22.11
